Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Bulhões J.S., Furriel G.P., Reis M.R.C., Assis A.O., Silva B.C.R., Calheiros D.F., Calixto W.P., Martins C.L., Rodrigues L., Oliveira M.D.","57195265566;56888712500;56102141500;57191259539;57191257082;7801376349;35268180700;57201010312;57195284690;14619705600;","Gap filling in time series: A new methodology applying spectral analysis and system identification",2017,"2017 CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies, CHILECON 2017 - Proceedings","2017-January",,,"1","7",,,"10.1109/CHILECON.2017.8229730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042877477&doi=10.1109%2fCHILECON.2017.8229730&partnerID=40&md5=43441de6f60da4831c82da0cf947f0c1","Industrial Automation, Federal Institute of Mato Grosso, Primavera do Leste, Brazil; Electrical Enginnering School, Federal University of Goias, Goiania, Brazil; Industrial Automation, Federal Institute of Goias, Senador Canedo, Brazil; Embrapa Pantanal, Corumbá, Brazil; Industrial Automation, Federal Institute of Goias, Goiania, Brazil","Bulhões, J.S., Industrial Automation, Federal Institute of Mato Grosso, Primavera do Leste, Brazil; Furriel, G.P., Electrical Enginnering School, Federal University of Goias, Goiania, Brazil; Reis, M.R.C., Industrial Automation, Federal Institute of Goias, Senador Canedo, Brazil; Assis, A.O., Electrical Enginnering School, Federal University of Goias, Goiania, Brazil; Silva, B.C.R., Industrial Automation, Federal Institute of Goias, Senador Canedo, Brazil; Calheiros, D.F., Embrapa Pantanal, Corumbá, Brazil; Calixto, W.P., Industrial Automation, Federal Institute of Goias, Goiania, Brazil; Martins, C.L., Industrial Automation, Federal Institute of Goias, Goiania, Brazil; Rodrigues, L., Electrical Enginnering School, Federal University of Goias, Goiania, Brazil; Oliveira, M.D., Embrapa Pantanal, Corumbá, Brazil","The presence of gaps in time series makes the data analysis process difficult. Although there are several methods for filling such gaps, they do not present satisfactory results as the gap widens. The proposal of this paper is to present a new methodology that uses techniques of extraction of characteristics and identification of systems to fill the missing data. The proposed methodology was applied in time series of physical and chemical variables related to the water quality and behavior of the Paraguay River, and the effectiveness of the internal data forecast was proven. © 2017 IEEE.","Filling gaps; Hammerstein-wiener; Seasonality; Spectral analysis; System identification; Time series","Chemical analysis; Data mining; Filling; Identification (control systems); Religious buildings; Spectrum analysis; Time series; Water quality; Analysis process; Chemical variables; Data forecast; Extraction of characteristics; Filling gaps; Hammerstein; Identification of systems; Seasonality; Time series analysis",,,"Institute of Electrical and Electronics Engineers Inc.",,9781538631232,,,"English","Chil. Conf. Electrical, Electron. Eng., Inf. Commun. Technol., CHILECON - Proc.",Conference Paper,"Final",,Scopus,2-s2.0-85042877477
"Júnior A.P.C., Veiga E.F., Barbosa J.L.F., Calixto W.P., Silva L.F.A., Campos P.H.M., Gomes V.M., Castro L.L.O.P.","57201014517;57189303820;56888352500;35268180700;57195274163;56888440500;57189049121;57201009704;","Ontology applied in the judicial sentences",2017,"2017 CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies, CHILECON 2017 - Proceedings","2017-January",,,"1","6",,1,"10.1109/CHILECON.2017.8229731","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042883737&doi=10.1109%2fCHILECON.2017.8229731&partnerID=40&md5=1ccc3d03dc2d714d4de63a972278c42f","Eletrical and Computer Engineering School, Federal University of Goias, Goiania, Brazil; Computer Science, Federal University of Goias, Goiania, Brazil; Industrial Automation, Federal Institute of Goias, Goiania, Brazil; Court of Justice Court of Justice of Goias, Goiania, Brazil","Júnior, A.P.C., Eletrical and Computer Engineering School, Federal University of Goias, Goiania, Brazil; Veiga, E.F., Computer Science, Federal University of Goias, Goiania, Brazil; Barbosa, J.L.F., Industrial Automation, Federal Institute of Goias, Goiania, Brazil; Calixto, W.P., Industrial Automation, Federal Institute of Goias, Goiania, Brazil; Silva, L.F.A., Industrial Automation, Federal Institute of Goias, Goiania, Brazil; Campos, P.H.M., Industrial Automation, Federal Institute of Goias, Goiania, Brazil; Gomes, V.M., Eletrical and Computer Engineering School, Federal University of Goias, Goiania, Brazil; Castro, L.L.O.P., Court of Justice Court of Justice of Goias, Goiania, Brazil","The aim of this paper is to introduce a semantic methodology using ontology in order to improve results of data mining in judicial decisions database. An intelligent and automatic method to search for sentences in lawsuits related to the one in trial is presented. A judicial ontology is built with and without rules from experts. The method can provide judiciary celerity, seeking to solve the yearning of society, as it can be able to simulate the judicial advisers work on judicial decisions preparation. © 2017 IEEE.","Artificial intelligence; Big data; Court decisions; Data mining; Knowledge management and ontology","Artificial intelligence; Data mining; Knowledge management; Laws and legislation; Ontology; Semantics; Automatic method; Court decisions; Big data",,,"Institute of Electrical and Electronics Engineers Inc.",,9781538631232,,,"English","Chil. Conf. Electrical, Electron. Eng., Inf. Commun. Technol., CHILECON - Proc.",Conference Paper,"Final",,Scopus,2-s2.0-85042883737
"Costa Da Silva J., Oliveira G.H.B.S., Lodi S., Klusch M.","57202467406;57023165000;7004110447;56229075300;","Clustering distributed short time series with dense patterns",2017,"Proceedings - 16th IEEE International Conference on Machine Learning and Applications, ICMLA 2017","2017-December",,,"34","41",,1,"10.1109/ICMLA.2017.0-181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048499544&doi=10.1109%2fICMLA.2017.0-181&partnerID=40&md5=b80d547cc825b0a93ac95bb2e2ee1b94","Instituto Federal Do Maranhaõ (IFMA), Depto. de Computacaõ, Av. Getúlio Vargas 04, Saõ Luís, MA, CEP 65030-005, Brazil; Dipartimento di Informatica-Scienza e Ingegneria, Viale Risorgimento 2, Bologna, Italy; DFKI GmbH, Stuhlsatzenhausweg 3, Saarbrücken, D-66123, Germany","Costa Da Silva, J., Instituto Federal Do Maranhaõ (IFMA), Depto. de Computacaõ, Av. Getúlio Vargas 04, Saõ Luís, MA, CEP 65030-005, Brazil; Oliveira, G.H.B.S., Instituto Federal Do Maranhaõ (IFMA), Depto. de Computacaõ, Av. Getúlio Vargas 04, Saõ Luís, MA, CEP 65030-005, Brazil; Lodi, S., Dipartimento di Informatica-Scienza e Ingegneria, Viale Risorgimento 2, Bologna, Italy; Klusch, M., DFKI GmbH, Stuhlsatzenhausweg 3, Saarbrücken, D-66123, Germany","The clustering of genes with similar temporal profiles is an important task in gene expression data analysis. Current approaches to the clustering of sparse gene expression data with temporal information suffer from their at least quadratic complexity in the number of clusters, the number of genes, or both, and are not distributed. In this paper, we present the first distributed and density-based approach to short time series clustering, called DTSCluster, which is suitable for gene expression data. DTSCluster identifies dense patterns in the distributed datasets and uses them to generate the time series clusters. The comparative experimental results revealed that DTSCluster is scalable in the dataset size with linear complexity in time and space, and outperforms other representative approaches in terms of cluster validation with the silhouette index as well. The distributed scenario also opens up the opportunity for collaborative data mining between different gene expression data holders. © 2017 IEEE.","distributed data clustering; short time series; Time series clustering","Artificial intelligence; Cluster analysis; Clustering algorithms; Data mining; Learning systems; Time series; Collaborative data minings; Density-based approaches; Distributed data; Gene Expression Data; Gene expression data analysis; Short time series; Temporal information; Time series clustering; Gene expression",,"Palade V.Chen X.Luo F.Wani M.A.Luo B.","Institute of Electrical and Electronics Engineers Inc.",,9781538614174,,,"English","Proc. - IEEE Int. Conf. Mach. Learning Appl., ICMLA",Conference Paper,"Final",,Scopus,2-s2.0-85048499544
"Franco E.F., Ohishi T., Salgado R.M.","57202505649;7102317454;8291605100;","Very short-term bus reactive load forecasting models based on KDD approach",2017,"2017 IEEE 7th International Conference on Power and Energy Systems, ICPES 2017","2017-December",,,"34","41",,,"10.1109/ICPESYS.2017.8215916","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048588439&doi=10.1109%2fICPESYS.2017.8215916&partnerID=40&md5=8cec7451f6c6a9bff3e1d3116692c8f8","School of Electrical and Computer Engineering, University of Campinas, Unicamp, Campinas, SP, Brazil; Department of Computer Science, Federal University of Alfenas, Unifal-MG, Alfenas, MG, Brazil","Franco, E.F., School of Electrical and Computer Engineering, University of Campinas, Unicamp, Campinas, SP, Brazil; Ohishi, T., School of Electrical and Computer Engineering, University of Campinas, Unicamp, Campinas, SP, Brazil; Salgado, R.M., Department of Computer Science, Federal University of Alfenas, Unifal-MG, Alfenas, MG, Brazil","The very short-term bus reactive load forecasting allows the electrical system operator to determine the optimal amount of energy to supply the demand with quality, safety and reliability. With this premise, this paper used a knowledge data discovery approach to handle the forecast, from raw data to results analysis, using the neural network for data mining. Two forecasting models were developed: the individual model using only your historical data; and the clustered model using data from other similar buses. The models were applied to Brazilian power system bus data. The results were analyzed according to the error and the confidence level of the forecast. © 2017 IEEE.","Artificial neural network; Bus load forecasting; Knowledge data discovery; Reactive power","Buses; Data mining; Electric power plant loads; Neural networks; Reactive power; Brazilian Power Systems; Bus load forecasting; Confidence levels; Data discovery; Electrical systems; Forecasting models; Historical data; Individual modeling; Forecasting",,,"Institute of Electrical and Electronics Engineers Inc.",,9781538624289,,,"English","IEEE Int. Conf. Power Energy Syst., ICPES",Conference Paper,"Final",,Scopus,2-s2.0-85048588439
"Ramos R., Silva C., Moreira M.W.L., Rodrigues J.J.P.C., Oliveira M., Monteiro O.","56494104700;57199743034;57190583665;25930566300;55913082200;57192238920;","Using predictive classifiers to prevent infant mortality in the Brazilian northeast",2017,"2017 IEEE 19th International Conference on e-Health Networking, Applications and Services, Healthcom 2017","2017-December",,,"1","6",,2,"10.1109/HealthCom.2017.8210811","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048569960&doi=10.1109%2fHealthCom.2017.8210811&partnerID=40&md5=2ecc73a8200624a26661c287ba211b98","Federal Institute of Science and Technology of Ceara (IFCE), Fortaleza, CE, Brazil; Instituto de Telecomunicações, Universidade da Beira Interior, Covilhã, Portugal; National Institute of Telecommunications (Inatel), Santa-Rita do Sapucaí, MG, Brazil; University of Fortaleza (UNIFOR), Fortaleza, CE, Brazil; National Congress, Brasília, DF, Brazil","Ramos, R., Federal Institute of Science and Technology of Ceara (IFCE), Fortaleza, CE, Brazil; Silva, C., Federal Institute of Science and Technology of Ceara (IFCE), Fortaleza, CE, Brazil; Moreira, M.W.L., Federal Institute of Science and Technology of Ceara (IFCE), Fortaleza, CE, Brazil, Instituto de Telecomunicações, Universidade da Beira Interior, Covilhã, Portugal; Rodrigues, J.J.P.C., Instituto de Telecomunicações, Universidade da Beira Interior, Covilhã, Portugal, National Institute of Telecommunications (Inatel), Santa-Rita do Sapucaí, MG, Brazil, University of Fortaleza (UNIFOR), Fortaleza, CE, Brazil; Oliveira, M., Federal Institute of Science and Technology of Ceara (IFCE), Fortaleza, CE, Brazil; Monteiro, O., National Congress, Brasília, DF, Brazil","Despite the fact that infant mortality rates have been decreased in recent years, this issue stills being considered alarming to Brazilian health system indicators. In this context, the GISSA framework, an intelligent governance framework for Brazilian health system, emerges as a smart system for the Federal Government program, called Stork Network. Its main objective is to improve the healthcare for pregnant women as well as their newborns. This application aims to generate alerts focusing on the health status verification of newborns and pregnant woman to support decision-makers in preventive actions that may mitigate severe problems. Therefore, this paper presents the LAIS, an Intelligent health analysis system that uses data mining (DM) to generate newborns death risk alerts through probability-based methods. Results show that the Naïve Bayes classifier presents better performance than the other DM approaches to the used pregnancy data set analysis of this work. This approach performed an accuracy of 0.982 and a Receiver Operating Characteristic (ROC) Area of 0.921. Both indicators suggest the proposed model may contribute to the reduction of maternal and fetal deaths. © 2017 IEEE.","Bayes methods; Data mining; Decision support systems; Infant mortality; Medical conditions; Pregnancy","Artificial intelligence; Classification (of information); Data mining; Decision making; Decision support systems; Medical computing; Obstetrics; Risk assessment; Telemedicine; Bayes method; Data-set analysis; Federal governments; Infant mortality; Infant mortality rates; Medical conditions; Pregnancy; Receiver operating characteristics; Health risks",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509067046,,,"English","IEEE Int. Conf. e-Health Netw., Appl. Serv., Healthcom",Conference Paper,"Final",,Scopus,2-s2.0-85048569960
"De Almeida Neto F.A., Castro A.","57164061800;55553742774;","A reference architecture for educational data mining",2017,"Proceedings - Frontiers in Education Conference, FIE","2017-October",,,"1","8",,1,"10.1109/FIE.2017.8190728","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043278781&doi=10.1109%2fFIE.2017.8190728&partnerID=40&md5=5ce37ab0d725c3b7ff1d9032254a79fc","PPGI - Informatics Postgraduate Program, Institute of Computing, Federal University of Amazonas (IComp/UFAM), Av. Rodrigo Otávio, 6200, Manaus-AM, CEP: 69080-900, Brazil","De Almeida Neto, F.A., PPGI - Informatics Postgraduate Program, Institute of Computing, Federal University of Amazonas (IComp/UFAM), Av. Rodrigo Otávio, 6200, Manaus-AM, CEP: 69080-900, Brazil; Castro, A., PPGI - Informatics Postgraduate Program, Institute of Computing, Federal University of Amazonas (IComp/UFAM), Av. Rodrigo Otávio, 6200, Manaus-AM, CEP: 69080-900, Brazil","In this paper we present a reference architecture for ETL stages of EDM and LA that works with different data formats and different extraction sites, ensuring privacy and making easier for new participants to enter into the process without demanding more computing power. Considering scenarios with a multitude of virtual environments hosting educational activities, accessible through a common infrastructure, we devised a reference model where data generated from interaction between users and among users and the environment itself, are selected, organized and stored in local ""baskets"". Local baskets are then collected and grouped in a global basket. Organization resources like item modeling are used in both levels of basket construction. Using this reference upon a client-server architectural style, a reference architecture was developed and has been used to carry out a project for an official foundation linked to Brazilian Ministry of Education, involving educational data mining and sharing of 100+ higher education institutions and their respective virtual environments. In this architecture, a client-collector inside each virtual environment collects information from database and event logs. This information along with definitions obtained from item models are used to build local baskets. A synchronization protocol keeps all item models synced with client-collectors and server-collectors generating global baskets. This approach has shown improvements on ETL like: parallel processing of items, economy on storage space and bandwidth, privacy assurance, better tenacity, and good scalability. © 2017 IEEE.","Distance education; Educational data mining; Learning analytics","Architecture; Digital storage; Distance education; Linked data; Virtual reality; Common infrastructures; Educational activities; Educational data mining; Higher education institutions; Learning analytics; Ministry of Education; Reference architecture; Synchronization protocols; Data mining",,,"Institute of Electrical and Electronics Engineers Inc.",15394565,9781509059195,PFECD,,"English","Proc. Front. Educ. Conf. FIE",Conference Paper,"Final",,Scopus,2-s2.0-85043278781
"Rosa N., Campos G., Cavalcanti D.","7006463922;56102894100;55695220400;","Using software architecture principles and lightweight formalisation to build adaptive middleware",2017,"Proceedings of the 16th Workshop on Adaptive and Reflective Middleware, ARM 2017",,, a1,"","",,4,"10.1145/3152881.3152882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041190610&doi=10.1145%2f3152881.3152882&partnerID=40&md5=adb149685a96a506b6e5d83eca995501","Centre of Informatics, Federal, University of Pernambuco, Recife, Pernambuco, Brazil","Rosa, N., Centre of Informatics, Federal, University of Pernambuco, Recife, Pernambuco, Brazil; Campos, G., Centre of Informatics, Federal, University of Pernambuco, Recife, Pernambuco, Brazil; Cavalcanti, D., Centre of Informatics, Federal, University of Pernambuco, Recife, Pernambuco, Brazil","The development of an adaptive middleware is still a challenge due to the complexity of dealing with traditional adaptation issues, such as Why to adapt? When to adapt? Where do we have to implement change? What kind of change is needed? How is the adaptation performed? This paper presents a solution that integrates software architecture concepts, lightweight formalisation and process mining to face the mentioned challenges. The solution reduces the effort to implement the middleware and reinforces safety properties at development time and when the middleware is already in execution. To evaluate the proposed solution, we carried out an initial experimental evaluation to measure the time to decide for an adaptation using process mining. © 2017 Association for Computing Machinery.","Adaptive Middleware; Formal Methods; Process Mining; Software Architecture","ARM processors; Data mining; Formal methods; Software architecture; Adaptive middleware; Development time; Experimental evaluation; Formalisation; Process mining; Safety property; Middleware","Rosa, N.; Centre of Informatics, Federal, University of PernambucoBrazil; email: nsr@cin.ufpe.br",,"Association for Computing Machinery, Inc",,9781450351683,,,"English","Proc. Workshop Adapt. Reflective Middlew, ARM",Conference Paper,"Final",,Scopus,2-s2.0-85041190610
"Kasahara V.A., do Carmo Nicoletti M.","29767625300;6506713460;","Graph-based Clustering of miRNA Sequences",2017,"MicroRNA (Shariqah, United Arab Emirates)","6","3",,"166","186",,1,"10.2174/2211536606666170724154752","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049948316&doi=10.2174%2f2211536606666170724154752&partnerID=40&md5=8d982abf9abadf0373ac37ce59c45a06","Computer Science Department, Federal University of Sao Carlos, S. Carlos, SP, Brazil; Faculdade de C. L. Paulista,C. L. Paulista, SP, Brazil","Kasahara, V.A., Computer Science Department, Federal University of Sao Carlos, S. Carlos, SP, Brazil; do Carmo Nicoletti, M., Computer Science Department, Federal University of Sao Carlos, S. Carlos, SP, Brazil, Faculdade de C. L. Paulista,C. L. Paulista, SP, Brazil","AIMS: The many miRNAs discovered so far have been divided into biologically representative families, aiming at organizing and systematizing their study so to promote, mainly, a better understanding of their functionalities. Clustering miRNA sequences can corroborate the family-based organizations as well as helping to explore sequences belonging to the same cluster as potentially having similar biological functions.OBSERVATIONS: Considering that members of the same miRNA family tend to biologically function in similar ways, a well-structured family can help detecting miRNA functions which have not been associated yet with any existing family.METHODS: The work described in this paper empirically investigates the suitability of organizing miRNAs as families, using a clustering algorithm based on a particular type of graph i.e., minimal spanning tree (MST), for clustering miRNA sequences. Seven miRNA families stored in the online miRBase database have been used as input to the MST-based clustering algorithm and clustering results have been compared to assess the suitability of identirying them.RESULTS: The motivations for the experiments were to identify refinements in miRNA family organizations that could be pursued and, also, investigate how the chosen graph-based clustering algorithm would perform in miRNA related domains.CONCLUSION: Interesting and useful results, particularly related to detecting information based on the visualization of the final induced graphs, and their induced connected components (clusters), are presented and discussed. Particularly, experiments results suggested the possibility of refining some miRNA families by grouping some of their miRNAs as sub-families. Copyright© Bentham Science Publishers; For any queries, please email at epub@benthamscience.org.","Data mining; enzyme; graph theory; minimal spanning tree; miRNA clustering; unsupervised learning","microRNA; algorithm; chemistry; classification; cluster analysis; computer graphics; genetic database; genetics; human; procedures; sequence analysis; Algorithms; Cluster Analysis; Computer Graphics; Databases, Genetic; Humans; MicroRNAs; Sequence Analysis, RNA",,,,22115374,,,"28738776","English","Microrna",Article,"Final",,Scopus,2-s2.0-85049948316
"Silva T.H., Vaz de Melo P.O.S., Almeida J.M., Musolesi M., Loureiro A.A.F.","55419845400;36563125900;56494070800;9743656700;7006541504;","A large-scale study of cultural differences using urban data about eating and drinking preferences",2017,"Information Systems","72",,,"95","116",,5,"10.1016/j.is.2017.10.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031802761&doi=10.1016%2fj.is.2017.10.002&partnerID=40&md5=77a53cb9fe7f9cbefa3c9bfaadefb5ff","Department of Informatics, Universidade Tecnológica Federal do Paraná, Curitiba, Brazil; Computer Science Department, Universidade Federal de Minas Gerais, Belo Hozizonte, MG, Brazil; Department of Geography, University College London, London, United Kingdom","Silva, T.H., Department of Informatics, Universidade Tecnológica Federal do Paraná, Curitiba, Brazil; Vaz de Melo, P.O.S., Computer Science Department, Universidade Federal de Minas Gerais, Belo Hozizonte, MG, Brazil; Almeida, J.M., Computer Science Department, Universidade Federal de Minas Gerais, Belo Hozizonte, MG, Brazil; Musolesi, M., Department of Geography, University College London, London, United Kingdom; Loureiro, A.A.F., Computer Science Department, Universidade Federal de Minas Gerais, Belo Hozizonte, MG, Brazil","Traditional ways to study urban social behavior, e.g. surveys, are costly and do not scale. Recently, some studies have been showing new ways of obtaining data through location-based social networks (LBSNs), such as Foursquare, which could revolutionize the study of urban social behavior. We use Foursquare check-ins to represent user preferences regarding eating and drinking habits. Considering datasets differing in terms of volume of data and observation window size, our results indicate that spatio-temporal eating and drinking habits of users voluntarily expressed in LBSNs has the potential to explain cultural habits of the users. From this, we propose a methodology to identify cultural boundaries and similarities across populations at different scales, e.g., countries, cities, or neighborhoods. This methodology is extensively evaluated in several aspects. For instance, by proposing some variations of it disregarding some of the considered dimensions, as well as analyzing the results using datasets from different periods and window of observation. The results indicate that our proposed methodology is a promising approach for automatic cultural habits separation, which could enable new urban services. © 2017 Elsevier Ltd","Cross-cultural study; Foursquare; Large scale assessment; Location-based social network; Urban data mining","Hardware; Information systems; Cross-cultural study; Cultural boundaries; Cultural difference; Foursquare; Large scale assessment; Large-scale studies; Location-based social networks; Observation window; Data mining","Silva, T.H.; Department of Informatics, Universidade Tecnológica Federal do ParanáBrazil; email: thiagoh@utfpr.edu.br",,"Elsevier Ltd",03064379,,INSYD,,"English","Inf. Syst.",Article,"Final",,Scopus,2-s2.0-85031802761
"Morejón R., Viana M., Lucena C.","57195685605;57189357402;26643099500;","An Approach to Generate Software Agents for Health Data Mining",2017,"International Journal of Software Engineering and Knowledge Engineering","27","9-10",,"1579","1589",,1,"10.1142/S0218194017400125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041179811&doi=10.1142%2fS0218194017400125&partnerID=40&md5=c8a52da65fb0e097019bda95d084db6e","Laboratory of Software Engineering (LES), Department of Informatics, Pontifical Catholic University of Rio de Janeiro, Rua Marquês de Sãdo Vicente 225, Rio de Janeiro, RJ, 22451-900, Brazil","Morejón, R., Laboratory of Software Engineering (LES), Department of Informatics, Pontifical Catholic University of Rio de Janeiro, Rua Marquês de Sãdo Vicente 225, Rio de Janeiro, RJ, 22451-900, Brazil; Viana, M., Laboratory of Software Engineering (LES), Department of Informatics, Pontifical Catholic University of Rio de Janeiro, Rua Marquês de Sãdo Vicente 225, Rio de Janeiro, RJ, 22451-900, Brazil; Lucena, C., Laboratory of Software Engineering (LES), Department of Informatics, Pontifical Catholic University of Rio de Janeiro, Rua Marquês de Sãdo Vicente 225, Rio de Janeiro, RJ, 22451-900, Brazil","Data mining is a hot topic that attracts researchers of different areas, such as database, machine learning, and agent-oriented software engineering. As a consequence of the growth of data volume, there is an increasing need to obtain knowledge from these large datasets that are very difficult to handle and process with traditional methods. Software agents can play a significant role performing data mining processes in ways that are more efficient. For instance, they can work to perform selection, extraction, preprocessing, and integration of data as well as parallel, distributed, or multisource mining. This paper proposes a framework based on multiagent systems to apply data mining techniques to health datasets. Last but not least, the usage scenarios that we use are datasets for hypothyroidism and diabetes and we run two different mining processes in parallel in each database. © 2017 World Scientific Publishing Company.","data mining; machine learning; Multiagent systems","Artificial intelligence; Intelligent agents; Learning systems; Multi agent systems; Software agents; Software engineering; Agent Oriented Software Engineering; Data mining process; Data volume; Health data; Large datasets; Mining process; Multisources; Usage scenarios; Data mining","Morejón, R.; Laboratory of Software Engineering (LES), Department of Informatics, Pontifical Catholic University of Rio de Janeiro, Rua Marquês de Sãdo Vicente 225, Brazil; email: rnovales@inf.puc-rio.br",,"World Scientific Publishing Co. Pte Ltd",02181940,,ISEKE,,"English","Int. J. Software Engineer. Knowledge Engineer.",Conference Paper,"Final",,Scopus,2-s2.0-85041179811
