Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Gonçalves Jr. P.M., Barros R.S.M.","24721130600;8659107800;","Automating data preprocessing with DMPML and KDDML",2011,"Proceedings - 2011 10th IEEE/ACIS International Conference on Computer and Information Science, ICIS 2011",,, 6086455,"97","103",,2,"10.1109/ICIS.2011.23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84055199348&doi=10.1109%2fICIS.2011.23&partnerID=40&md5=867976e0492210eb42d814aad0ba4608","Centro de Informática, Universidade Federal de Pernambuco, Cidade Universitária, 50.740-560, Recife, Brazil; Instituto Federal de Pernambuco, Cidade Universitária, 50.740-540, Recife, Brazil","Gonçalves Jr., P.M., Centro de Informática, Universidade Federal de Pernambuco, Cidade Universitária, 50.740-560, Recife, Brazil, Instituto Federal de Pernambuco, Cidade Universitária, 50.740-540, Recife, Brazil; Barros, R.S.M., Centro de Informática, Universidade Federal de Pernambuco, Cidade Universitária, 50.740-560, Recife, Brazil","This paper presents a graphical application for the Data Mining Preparation Markup Language (DMPML), which is an XML application designed to represent the data preparation phase of the KDD process. DMPML supports the reuse of data preprocessing directives using XSLT to map raw data into data ready to be used by many data mining algorithms. The application presented here, DMPML-TS, automates the data preparation phase, speeding up the codification and transformation of data, and providing support to facilitate the use of different data mining algorithms in the same and/or similar data, based on their codification stored in separate XML documents. This paper also presents improvements made to DMPML like the adoption of XRFF for input and output data and the use of only one XSLT file for data transformation. We also present the integration of DMPML-TS and KDDML, an XML language used to represent data, mining models, and queries. © 2011 IEEE.","Data Preparation; DMPML; KDDML; XML; XSLT","Data mining algorithm; Data preparation; Data preprocessing; Data transformation; DMPML; Graphical applications; Input and outputs; KDDML; XML applications; XML languages; XSLT; Algorithms; Data mining; Hypertext systems; Information science; XML; Metadata","Gonçalves Jr., P.M.; Centro de Informática, Universidade Federal de Pernambuco, Cidade Universitária, 50.740-560, Recife, Brazil; email: pmgj@cin.ufpe.br",,,,9780769544014,,,"English","Proc. - IEEE/ACIS Int. Conf. Comput. Inf. Sci., ICIS",Conference Paper,"Final",,Scopus,2-s2.0-84055199348
"Braga P.F., Pereira H.B.D.B., Moret M.A.","55948971400;23666980000;56250961600;","A computational model to textual extraction and construction of social and complex networks",2011,"Proceedings of the 2011 International Conference on Computational Aspects of Social Networks, CASoN'11",,, 6085921,"72","75",,,"10.1109/CASON.2011.6085921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84055193587&doi=10.1109%2fCASON.2011.6085921&partnerID=40&md5=8498310d72bdd79727166fcb599e9cdc","Programa de Modelagem Computacional, SENAI Cimatec, Salvador, BA, Brazil; Departamento de Ciências Exatas, UEFS, Feira de Santana, BA, Brazil; Departamento de Física, UEFS, Feira de Santana, BA, Brazil","Braga, P.F., Programa de Modelagem Computacional, SENAI Cimatec, Salvador, BA, Brazil; Pereira, H.B.D.B., Programa de Modelagem Computacional, SENAI Cimatec, Salvador, BA, Brazil, Departamento de Ciências Exatas, UEFS, Feira de Santana, BA, Brazil; Moret, M.A., Programa de Modelagem Computacional, SENAI Cimatec, Salvador, BA, Brazil, Departamento de Física, UEFS, Feira de Santana, BA, Brazil","This work aims presenting a computational modeling to extract specific data from textual repository, in order to build social and complex networks. These networks structures are implicit in texts. This paper presents the model process, which involves text mining by regular expressions, and the construction of networks. To validate the model, an experimental procedure was applied to build scientific collaboration networks in the context of post-graduation programs. © 2011 IEEE.","Complex Networks; Regular Expressions; Scientific Collaboration Networks; Socia; Text Mining","Complex networks; Regular expressions; Scientific collaboration networks; Socia; Text mining; Social networking (online); Data mining","Braga, P.F.; Programa de Modelagem Computacional, SENAI Cimatec, Salvador, BA, Brazil; email: patyfb04@gmail.com",,,,9781457711312,,,"English","Proc. Int. Conf. Comput. Asp. Soc. Networks, CASoN",Conference Paper,"Final",,Scopus,2-s2.0-84055193587
"Lemos A.M., Sabino C.C., Lima R.M.F., Oliveira C.A.L.","54784487500;54785193300;16477455700;13405638100;","Using process mining in software development process management: A case study",2011,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",,, 6083858,"1181","1186",,17,"10.1109/ICSMC.2011.6083858","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83755207396&doi=10.1109%2fICSMC.2011.6083858&partnerID=40&md5=778eb766a685ac731d6824c82881fa44","Center for Informatics, Federal University of Pernambuco, Recife, Brazil","Lemos, A.M., Center for Informatics, Federal University of Pernambuco, Recife, Brazil; Sabino, C.C., Center for Informatics, Federal University of Pernambuco, Recife, Brazil; Lima, R.M.F., Center for Informatics, Federal University of Pernambuco, Recife, Brazil; Oliveira, C.A.L., Center for Informatics, Federal University of Pernambuco, Recife, Brazil","In this paper we describe the application of process mining techniques to analyze a software development process. Software engineering practitioners often conduct quality auditing of the development process to assure conformance with organizational standards. Despite some works have explored process mining techniques for the conformance analysis of general business processes, it is not of our knowledge any study that applies process mining to conformance checking of software development processes. Under a practical perspective, this paper explores a real database with event logs generated in the past five years of execution of a software development process. The database was gently provided by a Brazilian software house with annual revenue of more than US$ 500 million and includes more than 2,000 cases (process instances). The results show that process mining can be effectively employed as a supporting tool for the management of software development processes and for the improvement of the maturity level of software engineering organizations. © 2011 IEEE.","conformance checking; process mining; software development process","Annual revenue; Business Process; Conformance checking; Development process; Engineering organizations; Engineering practitioners; Maturity levels; Organizational standards; Process instances; Process mining; Real database; software development process; Software house; Supporting tool; Cybernetics; Data mining; Standards; Software design","Lemos, A.M.; Center for Informatics, Federal University of Pernambuco, Recife, Brazil; email: aml2@cin.ufpe.br",,,1062922X,9781457706523,PICYE,,"English","Conf. Proc. IEEE Int. Conf. Syst. Man Cybern.",Conference Paper,"Final",,Scopus,2-s2.0-83755207396
"Donnard E., Barbosa-Silva A., Guedes R.L.M., Fernandes G.R., Velloso H., Kohn M.J., Andrade-Navarro M.A., Ortega J.M.","54412055700;12647563900;57201514243;35960115500;26023896700;57197499260;12761743200;13005649200;","Preimplantation development regulatory pathway construction through a text-mining approach",2011,"BMC Genomics","12","SUPPL. 4", S3,"","",,7,"10.1186/1471-2164-12-S4-S3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84255188927&doi=10.1186%2f1471-2164-12-S4-S3&partnerID=40&md5=80d808d7ba1b4ce4d11b8b519312a0b8","Laboratório Biodados, Dept. de Bioquímica e Imunologia, Universidade Federal de Minas Gerais, 31270-901, Belo Horizonte - MG, Brazil; Departamento de Bioquímica, Universidade de São Paulo, SP, Brazil; Computational Biology and Data Mining Group, Max-Delbrück Center for Molecular Medicine, Robert-Rössle-Strasse 10, D-13125, Berlin, Germany; Bioinformatics Graduate Program, Federal University of Paraná - UFPR (SEPT), Rua Dr. Alcides Vieira Arcoverde 1225, CEP 81520-260. Curitiba-PR, Brazil; New York State Stem Cell Science, New York State Department of Health Wadsworth Center, New York, United States","Donnard, E., Laboratório Biodados, Dept. de Bioquímica e Imunologia, Universidade Federal de Minas Gerais, 31270-901, Belo Horizonte - MG, Brazil, Departamento de Bioquímica, Universidade de São Paulo, SP, Brazil; Barbosa-Silva, A., Computational Biology and Data Mining Group, Max-Delbrück Center for Molecular Medicine, Robert-Rössle-Strasse 10, D-13125, Berlin, Germany, Bioinformatics Graduate Program, Federal University of Paraná - UFPR (SEPT), Rua Dr. Alcides Vieira Arcoverde 1225, CEP 81520-260. Curitiba-PR, Brazil; Guedes, R.L.M., Laboratório Biodados, Dept. de Bioquímica e Imunologia, Universidade Federal de Minas Gerais, 31270-901, Belo Horizonte - MG, Brazil; Fernandes, G.R., Laboratório Biodados, Dept. de Bioquímica e Imunologia, Universidade Federal de Minas Gerais, 31270-901, Belo Horizonte - MG, Brazil; Velloso, H., Laboratório Biodados, Dept. de Bioquímica e Imunologia, Universidade Federal de Minas Gerais, 31270-901, Belo Horizonte - MG, Brazil; Kohn, M.J., New York State Stem Cell Science, New York State Department of Health Wadsworth Center, New York, United States; Andrade-Navarro, M.A., Computational Biology and Data Mining Group, Max-Delbrück Center for Molecular Medicine, Robert-Rössle-Strasse 10, D-13125, Berlin, Germany; Ortega, J.M., Laboratório Biodados, Dept. de Bioquímica e Imunologia, Universidade Federal de Minas Gerais, 31270-901, Belo Horizonte - MG, Brazil","Background: The integration of sequencing and gene interaction data and subsequent generation of pathways and networks contained in databases such as KEGG Pathway is essential for the comprehension of complex biological processes. We noticed the absence of a chart or pathway describing the well-studied preimplantation development stages; furthermore, not all genes involved in the process have entries in KEGG Orthology, important information for knowledge application with relation to other organisms.Results: In this work we sought to develop the regulatory pathway for the preimplantation development stage using text-mining tools such as Medline Ranker and PESCADOR to reveal biointeractions among the genes involved in this process. The genes present in the resulting pathway were also used as seeds for software developed by our group called SeedServer to create clusters of homologous genes. These homologues allowed the determination of the last common ancestor for each gene and revealed that the preimplantation development pathway consists of a conserved ancient core of genes with the addition of modern elements.Conclusions: The generation of regulatory pathways through text-mining tools allows the integration of data generated by several studies for a more complete visualization of complex biological processes. Using the genes in this pathway as "" seeds"" for the generation of clusters of homologues, the pathway can be visualized for other organisms. The clustering of homologous genes together with determination of the ancestry leads to a better understanding of the evolution of such process. © 2011 Donnard et al; licensee BioMed Central Ltd.",,"article; computer program; controlled study; data mining; developmental stage; embryo development; gene cluster; gene interaction; last common ancestor; molecular evolution; nonhuman; orthology; preimplantation development; animal; cluster analysis; computer program; embryo development; factual database; gene regulatory network; human; information retrieval; mouse; stem cell transplantation; Animals; Cluster Analysis; Data Mining; Databases, Factual; Embryonic Development; Gene Regulatory Networks; Humans; Information Storage and Retrieval; Mice; Software; Stem Cell Transplantation","Ortega, J.M.; Laboratório Biodados, Dept. de Bioquímica e Imunologia, Universidade Federal de Minas Gerais, 31270-901, Belo Horizonte - MG, Brazil; email: miguel@ufmg.br",,,14712164,,BGMEE,"22369103","English","BMC Genomics",Article,"Final",Open Access,Scopus,2-s2.0-84255188927
"De Carvalho M.A., De Moraes C.H.V., Lambert-Torres G., Borges Da Silva L.E., Aoki A.R., Vivaldi A.","57210457977;22834121200;7003772222;24537055500;24821685900;54783618300;","Transforming continuous attributes using GA for applications of Rough Set Theory to control centers",2011,"2011 16th International Conference on Intelligent System Applications to Power Systems, ISAP 2011",,, 6082230,"","",,2,"10.1109/ISAP.2011.6082230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655211410&doi=10.1109%2fISAP.2011.6082230&partnerID=40&md5=cd55f1040cee24e70f5e1eb112da01e4","Itajuba Federal University, Itajuba, 37500-903, MG, Brazil; LACTEC, Institute of Technology for Development, Curitiba, 81531-980, PR, Brazil; EDP, Escelsa Espirito Santo Power Company, Vitoria, ES, Brazil","De Carvalho, M.A., Itajuba Federal University, Itajuba, 37500-903, MG, Brazil; De Moraes, C.H.V., Itajuba Federal University, Itajuba, 37500-903, MG, Brazil; Lambert-Torres, G., Itajuba Federal University, Itajuba, 37500-903, MG, Brazil; Borges Da Silva, L.E., Itajuba Federal University, Itajuba, 37500-903, MG, Brazil; Aoki, A.R., LACTEC, Institute of Technology for Development, Curitiba, 81531-980, PR, Brazil; Vivaldi, A., EDP, Escelsa Espirito Santo Power Company, Vitoria, ES, Brazil","One of the possible application of Rough Sets Theory (RST) is the knowledge extraction in databases. Also, RST is useful to develop models for decision-making. During both processes one of the steps is the transformation of attributes with continuous values in digital values. This transformation sometimes can lose information. This paper presents a method for this transformation using genetic algorithms (GA). GA is used to determine the cut-off points for each attribute, getting a consistent transformation. An application in Control Centers with real data is presented. © 2011 IEEE.","Approximate Sets; Control Centers; Data Mining; Genetic Algorithms; Large Database; Rough Sets","Approximate sets; Consistent transformations; Continuous attribute; Continuous value; Control center; Control Centers; Cut-off; Digital values; In-control; Knowledge extraction; Large database; Rough set; Rough Sets Theory; Data mining; Genetic algorithms; Intelligent systems; Power transmission; Rough set theory","De Carvalho, M.A.; Itajuba Federal University, Itajuba, 37500-903, MG, Brazil; email: marcoalbertocarvalho@gmail.com",,,,,,,"English","Int. Conf. Intelligent Syst. Appl. Power Syst., ISAP",Conference Paper,"Final",,Scopus,2-s2.0-83655211410
"E Silva D.G., Attux R., Nadalin E.Z., Duarte L.T., Suyama R.","55341785800;35546900100;24767204600;57191604670;6701798868;","An immune-inspired information-theoretic approach to the problem of ICA over a Galois field",2011,"2011 IEEE Information Theory Workshop, ITW 2011",,, 6089571,"618","622",,13,"10.1109/ITW.2011.6089571","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655202637&doi=10.1109%2fITW.2011.6089571&partnerID=40&md5=7524b2711b0a2188cdb5cbb48b1fad5e","DCA, FEEC, University of Campinas - UNICAMP, Campinas, SP, Brazil; School of Applied Sciences, University of Campinas, UNICAMP, Limeira, SP, Brazil; Engineering, Modeling and Applied Social Sciences Center, UFABC, Santo André, SP, Brazil","E Silva, D.G., DCA, FEEC, University of Campinas - UNICAMP, Campinas, SP, Brazil; Attux, R., DCA, FEEC, University of Campinas - UNICAMP, Campinas, SP, Brazil; Nadalin, E.Z., DCA, FEEC, University of Campinas - UNICAMP, Campinas, SP, Brazil; Duarte, L.T., School of Applied Sciences, University of Campinas, UNICAMP, Limeira, SP, Brazil; Suyama, R., Engineering, Modeling and Applied Social Sciences Center, UFABC, Santo André, SP, Brazil","The problem of independent component analysis (ICA) was firstly formulated and studied in the context of real-valued signals and mixing models, but, recently, an extension of this original formulation was proposed to deal with the problem within the framework of finite fields. In this work, we propose a strategy to deal with ICA over these fields that presents two novel features: (i) it is based on the use of a cost function built directly from an estimate of the mutual information and (ii) it employs an artificial immune system to perform the search for efficient separating matrices, in contrast with the existing techniques, which are based on search schemes of an exhaustive character. The new proposal is subject to a comparative analysis based on different simulation scenarios and the work is concluded by an analysis of perspectives of practical application to digital and genomic data mining. © 2011 IEEE.","artificial immune systems; blind source separation; finite fields; independent component analysis; information-theoretic learning","Artificial Immune System; Comparative analysis; Finite fields; Galois fields; Genomic data; Independent components; Information theoretic learning; Information-theoretic approach; Mixing models; Mutual informations; Search scheme; Blind source separation; Finite element method; Immunology; Independent component analysis; Information theory; Search engines","E Silva, D.G.; DCA, FEEC, University of Campinas - UNICAMP, Campinas, SP, Brazil; email: danielgs@dca.fee.unicamp.br",,,,9781457704376,,,"English","IEEE Inf. Theory Workshop, ITW",Conference Paper,"Final",,Scopus,2-s2.0-83655202637
"Bertini Jr. J.R., Zhao L., Motta R., Lopes A.D.A.","19639770400;7404454720;35194447100;15032551400;","A nonparametric classification method based on K-associated graphs",2011,"Information Sciences","181","24",,"5435","5456",,34,"10.1016/j.ins.2011.07.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054694302&doi=10.1016%2fj.ins.2011.07.043&partnerID=40&md5=3ed0d2060a3e4235b52a2ee100508829","Institute of Mathematics and Computer Science, University of São Paulo, Av. Trabalhador São-Carlense 400, São Carlos, SP 13560-970, Brazil","Bertini Jr., J.R., Institute of Mathematics and Computer Science, University of São Paulo, Av. Trabalhador São-Carlense 400, São Carlos, SP 13560-970, Brazil; Zhao, L., Institute of Mathematics and Computer Science, University of São Paulo, Av. Trabalhador São-Carlense 400, São Carlos, SP 13560-970, Brazil; Motta, R., Institute of Mathematics and Computer Science, University of São Paulo, Av. Trabalhador São-Carlense 400, São Carlos, SP 13560-970, Brazil; Lopes, A.D.A., Institute of Mathematics and Computer Science, University of São Paulo, Av. Trabalhador São-Carlense 400, São Carlos, SP 13560-970, Brazil","Graph is a powerful representation formalism that has been widely employed in machine learning and data mining. In this paper, we present a graph-based classification method, consisting of the construction of a special graph referred to as K-associated graph, which is capable of representing similarity relationships among data cases and proportion of classes overlapping. The main properties of the K-associated graphs as well as the classification algorithm are described. Experimental evaluation indicates that the proposed technique captures topological structure of the training data and leads to good results on classification task particularly for noisy data. In comparison to other well-known classification techniques, the proposed approach shows the following interesting features: (1) A new measure, called purity, is introduced not only to characterize the degree of overlap among classes in the input data set, but also to construct the K-associated optimal graph for classification; (2) nonlinear classification with automatic local adaptation according to the input data. Contrasting to K-nearest neighbor classifier, which uses a fixed K, the proposed algorithm is able to automatically consider different values of K, in order to best fit the corresponding overlap of classes in different data subspaces, revealing both the local and global structure of input data. (3) The proposed classification algorithm is nonparametric, implicating high efficiency and no need for model selection in practical applications. © 2011 Elsevier Inc. All rights reserved.","Graph formation; Graph-based learning; K-associated graph; Multi-class classification; Nonparametric classification; Purity measure","Graph formation; Graph-based learning; K-associated graph; Multi-class classification; Nonparametric classification; Purity measure; Algorithms; Classification (of information); Input output programs; Data mining","Bertini Jr., J.R.; Institute of Mathematics and Computer Science, University of São Paulo, Av. Trabalhador São-Carlense 400, São Carlos, SP 13560-970, Brazil; email: bertini@icmc.usp.br",,,00200255,,ISIJB,,"English","Inf Sci",Article,"Final",,Scopus,2-s2.0-80054694302
"Gonçalves Jr. P.M., Barros R.S.M.","24721130600;8659107800;","Comparing approaches to prepare data in classification problems",2011,"Proceedings of IEEE/ACS International Conference on Computer Systems and Applications, AICCSA",,, 6126613,"295","296",,1,"10.1109/AICCSA.2011.6126613","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857766030&doi=10.1109%2fAICCSA.2011.6126613&partnerID=40&md5=f9ce9f0168bef08ea2110c4fd504ca2c","Centro de Informática, Universidade Federal de Pernambuco, Cidade Universitária, 50.740-560, Recife, Brazil; Instituto Federal de Pernambuco, Cidade Universitária, 50.740-540, Recife, Brazil","Gonçalves Jr., P.M., Centro de Informática, Universidade Federal de Pernambuco, Cidade Universitária, 50.740-560, Recife, Brazil, Instituto Federal de Pernambuco, Cidade Universitária, 50.740-540, Recife, Brazil; Barros, R.S.M., Centro de Informática, Universidade Federal de Pernambuco, Cidade Universitária, 50.740-560, Recife, Brazil","This paper presents a comparison between DMPML and three data mining applications (Weka, RapidMiner, and KN-IME) that implement the directed graph approach, concerning the time spent to create and execute the data preparation tasks for two data mining algorithms. The tests were executed using different types of data sets: numerical, categorical, and mixed. We observed that the scheme used by the DMPML framework can simplify the usage of different data mining algorithms and reduce the time spent creating the data preparation tasks. © 2011 IEEE.",,"Data mining algorithm; Data mining applications; Data preparation; Data sets; Directed graphs; Time spent; Data mining","Gonçalves Jr., P.M.; Centro de Informática, Universidade Federal de Pernambuco, Cidade Universitária, 50.740-560, Recife, Brazil; email: pmgj@cin.ufpe.br",,,21615322,9781457704741,,,"English","Proc. IEEE/ACS Int. Conf. Comput. Syst. Appl., AICCSA",Conference Paper,"Final",,Scopus,2-s2.0-84857766030
"Pellicel A., Cássio G., Lopes M.A.A., Da Silva L.E.B., Bonaldi E.L., De Lacerda De Oliveira L.E., Da Silva J.G.B., Lambert-Torres G., Rodrigues P.","55974123100;55974144600;55973583600;24537055500;6506596119;6506514562;24758159800;7003772222;55974210700;","Intelligent data mining for turbo-generator predictive maintenance: An approach in real-world",2011,"CEUR Workshop Proceedings","758",,,"77","88",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890918357&partnerID=40&md5=ba8cff66338db15f2516717bf30f5390","TermoNorte Energy Thermal Power Plant Co., Porto-Velho, Brazil; Institute Gnarus, Itajuba, Brazil; Jordão Engineering Co., Rio de Janeiro, Brazil","Pellicel, A., TermoNorte Energy Thermal Power Plant Co., Porto-Velho, Brazil; Cássio, G., TermoNorte Energy Thermal Power Plant Co., Porto-Velho, Brazil; Lopes, M.A.A., TermoNorte Energy Thermal Power Plant Co., Porto-Velho, Brazil; Da Silva, L.E.B., Institute Gnarus, Itajuba, Brazil; Bonaldi, E.L., Institute Gnarus, Itajuba, Brazil; De Lacerda De Oliveira, L.E., Institute Gnarus, Itajuba, Brazil; Da Silva, J.G.B., Institute Gnarus, Itajuba, Brazil; Lambert-Torres, G., Institute Gnarus, Itajuba, Brazil; Rodrigues, P., Jordão Engineering Co., Rio de Janeiro, Brazil","This paper presents the development of a supervision system for predictive maintenance and diagnosis of turbo-generators. The aim of the developed system is to verify the degradation conditions of TermoNorte generators. Initially, a system for extracting features of the turbo-generator operational database has been developed to detect possible problems that cause premature fails. The system has been divided in two parts. The first one is a data acquisition system directly connected to the generator in order to sample some operational variables. The second part concerns an intelligent data mining, based on Rough Sets Theory, into the database involving the supervision system variables, to use the existing historic data to perform analysis of the problems and possible causes.","Data mining; Electrical measurements; Intelligent systems; Rough sets; Signal processing; Turbo-generators","Data acquisition system; Degradation condition; Electrical measurement; Intelligent data minings; Operational database; Operational variables; Predictive maintenance; Supervision systems; Data mining; Intelligent systems; Maintenance; Pattern recognition; Rough set theory; Signal processing; Soft computing; Turbogenerators","TermoNorte Energy Thermal Power Plant Co., Porto-Velho, Brazil",,,16130073,,,,"English","CEUR Workshop Proc.",Conference Paper,"Final",,Scopus,2-s2.0-84890918357
"De Mattos Pinto Coelho E., Bax M.P., Meira Jr. W.","55984676900;37025427700;6701307771;","Support of ontologies applied to data mining for association rules [Suporte de ontologias aplicadas à mineração de dados por regras de associação]",2011,"CEUR Workshop Proceedings","776",,,"171","176",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891609326&partnerID=40&md5=2d18dc1f3294ce184b6e314ad191117d","Prefeitura Municipal de Belo Horizonte, Brazil; Escola de Ciência da Informação, Universidade Federal de Minas Gerais (UFMG), Brazil; Departamento de Ciência da Computação, (UFMG), Brazil","De Mattos Pinto Coelho, E., Prefeitura Municipal de Belo Horizonte, Brazil; Bax, M.P., Escola de Ciência da Informação, Universidade Federal de Minas Gerais (UFMG), Brazil; Meira Jr., W., Departamento de Ciência da Computação, (UFMG), Brazil","Data Mining (DM) for association rules tends to generate an unmanageable number of rules affecting the scope of its application. To solve this problem we propose the use of ontologies in the stages of pre and post-processing tasks to support the MD. In addition, the article points out that human organizations require the notions of possibility, subjectivity and interpretation, contrasting with the notions of necessity, objectivity and explanation, useful in fields of natural sciences. These requirements demand new perspective on ontologies and DM, often sheltered by soft computing.",,"In-field; ITS applications; Post processing; Association rules; Semantic Web; Semantics; Soft computing; Data mining","Prefeitura Municipal de Belo HorizonteBrazil",,,16130073,,,,"Portuguese","CEUR Workshop Proc.",Conference Paper,"Final",,Scopus,2-s2.0-84891609326
